  0.00000000E+00  0.88737339E+01 -0.99999986E+00
  0.21892688E-01  0.88759122E+01 -0.99999747E+00
  0.43785377E-01  0.88824375E+01 -0.99999148E+00
  0.65678065E-01  0.88932810E+01 -0.99998527E+00
  0.87570753E-01  0.89083958E+01 -0.99998406E+00
  0.10946344E+00  0.89277184E+01 -0.99999434E+00
  0.13135613E+00  0.89511703E+01 -0.99999999E+00
  0.15324882E+00  0.89786610E+01 -0.99999999E+00
  0.17514151E+00  0.90100906E+01 -0.99999999E+00
  0.19703419E+00  0.90453532E+01 -0.99999999E+00
  0.21892688E+00  0.90843404E+01 -0.99999999E+00
  0.24081957E+00  0.91269456E+01 -0.99999999E+00
  0.26271226E+00  0.91730669E+01 -0.99999999E+00
  0.28460495E+00  0.92226114E+01 -0.99999999E+00
  0.30649764E+00  0.92754982E+01 -0.99999999E+00
  0.32839032E+00  0.93316611E+01 -0.99999999E+00
  0.35028301E+00  0.93910502E+01 -0.99999999E+00
  0.37217570E+00  0.94536330E+01 -0.99999999E+00
  0.39406839E+00  0.95193937E+01 -0.99999999E+00
  0.41596108E+00  0.95883322E+01 -0.99999999E+00
  0.43785377E+00  0.96604605E+01 -0.99999999E+00
  0.45974645E+00  0.97357990E+01 -0.99999999E+00
  0.48163914E+00  0.98143716E+01 -0.99999999E+00
  0.50353183E+00  0.98961999E+01 -0.99999999E+00
  0.52542452E+00  0.99812968E+01 -0.99999999E+00
  0.54731721E+00  0.10069660E+02 -0.99999999E+00
  0.56920989E+00  0.10161268E+02 -0.99999999E+00
  0.59110258E+00  0.10256071E+02 -0.99999999E+00
  0.61299527E+00  0.10353987E+02 -0.99999999E+00
  0.63488796E+00  0.10454900E+02 -0.99999999E+00
  0.65678065E+00  0.10558655E+02 -0.99999999E+00
  0.67867334E+00  0.10665055E+02 -0.99999999E+00
  0.70056602E+00  0.10773863E+02 -0.99999999E+00
  0.72245871E+00  0.10884795E+02 -0.99999999E+00
  0.74435140E+00  0.10997530E+02 -0.99987338E+00
  0.76624409E+00  0.11111704E+02 -0.99967828E+00
  0.78813678E+00  0.11226913E+02 -0.99948089E+00
  0.81002947E+00  0.11342719E+02 -0.99928503E+00
  0.83192215E+00  0.11458652E+02 -0.99909367E+00
  0.85381484E+00  0.11574211E+02 -0.99890870E+00
  0.87570753E+00  0.11688876E+02 -0.99873094E+00
  0.89760022E+00  0.11802107E+02 -0.99856033E+00
  0.91949291E+00  0.11913356E+02 -0.99839632E+00
  0.94138559E+00  0.12022074E+02 -0.99823832E+00
  0.96327828E+00  0.12127719E+02 -0.99808610E+00
  0.98517097E+00  0.12229765E+02 -0.99794023E+00
  0.10070637E+01  0.12327716E+02 -0.99780222E+00
  0.10289563E+01  0.12421113E+02 -0.99767463E+00
  0.10508490E+01  0.12509544E+02 -0.99756098E+00
  0.10727417E+01  0.12592654E+02 -0.99746547E+00
  0.10946344E+01  0.12670151E+02 -0.99739267E+00
  0.11165271E+01  0.12741810E+02 -0.99734715E+00
  0.11384198E+01  0.12807478E+02 -0.99733302E+00
  0.11603125E+01  0.12867072E+02 -0.99735359E+00
  0.11822052E+01  0.12920576E+02 -0.99741099E+00
  0.12040979E+01  0.12968039E+02 -0.99750596E+00
  0.12259905E+01  0.13009564E+02 -0.99763765E+00
  0.12478832E+01  0.13045304E+02 -0.99780362E+00
  0.12697759E+01  0.13075451E+02 -0.99799988E+00
  0.12916686E+01  0.13100231E+02 -0.99822109E+00
  0.13135613E+01  0.13119894E+02 -0.99846085E+00
  0.13354540E+01  0.13134707E+02 -0.99871199E+00
  0.13573467E+01  0.13144947E+02 -0.99896699E+00
  0.13792394E+01  0.13150900E+02 -0.99921829E+00
  0.14011320E+01  0.13152854E+02 -0.99945872E+00
  0.14230247E+01  0.13151099E+02 -0.99968176E+00
  0.14449174E+01  0.13145921E+02 -0.99988178E+00
  0.14668101E+01  0.13137608E+02 -0.99999999E+00
  0.14887028E+01  0.13126442E+02 -0.99999999E+00
  0.15105955E+01  0.13112706E+02 -0.99999999E+00
  0.15324882E+01  0.13096678E+02 -0.99999999E+00
  0.15543809E+01  0.13078633E+02 -0.99999999E+00
  0.15762736E+01  0.13058843E+02 -0.99999999E+00
  0.15981662E+01  0.13037575E+02 -0.99999999E+00
  0.16200589E+01  0.13015090E+02 -0.99999999E+00
  0.16419516E+01  0.12991639E+02 -0.99999999E+00
  0.16638443E+01  0.12967465E+02 -0.99999999E+00
  0.16857370E+01  0.12942801E+02 -0.99999999E+00
  0.17076297E+01  0.12917863E+02 -0.99999999E+00
  0.17295224E+01  0.12892855E+02 -0.99995060E+00
  0.17514151E+01  0.12867968E+02 -0.99985640E+00
  0.17733077E+01  0.12843374E+02 -0.99976898E+00
  0.17952004E+01  0.12819234E+02 -0.99969148E+00
  0.18170931E+01  0.12795692E+02 -0.99962633E+00
  0.18389858E+01  0.12772880E+02 -0.99957519E+00
  0.18608785E+01  0.12750917E+02 -0.99953890E+00
  0.18827712E+01  0.12729911E+02 -0.99951755E+00
  0.19046639E+01  0.12709959E+02 -0.99951044E+00
  0.19265566E+01  0.12691148E+02 -0.99951619E+00
  0.19484493E+01  0.12673558E+02 -0.99953281E+00
  0.19703419E+01  0.12657258E+02 -0.99955787E+00
  0.19922346E+01  0.12642313E+02 -0.99958883E+00
  0.20141273E+01  0.12628778E+02 -0.99962360E+00
  0.20360200E+01  0.12616708E+02 -0.99966156E+00
  0.20579127E+01  0.12606151E+02 -0.99970413E+00
  0.20798054E+01  0.12597159E+02 -0.99975328E+00
  0.21016981E+01  0.12589777E+02 -0.99980796E+00
  0.21235908E+01  0.12584042E+02 -0.99986377E+00
  0.21454834E+01  0.12579973E+02 -0.99991612E+00
  0.21673761E+01  0.12577575E+02 -0.99996204E+00
  0.21891796E+01  0.12576850E+02 -0.99999986E+00
  0.22109831E+01  0.12577482E+02 -0.99997302E+00
  0.22327866E+01  0.12579767E+02 -0.99994337E+00
  0.22545900E+01  0.12583697E+02 -0.99991304E+00
  0.22763935E+01  0.12589268E+02 -0.99988393E+00
  0.22981970E+01  0.12596481E+02 -0.99985792E+00
  0.23200005E+01  0.12605337E+02 -0.99983698E+00
  0.23418039E+01  0.12615835E+02 -0.99982326E+00
  0.23636074E+01  0.12627972E+02 -0.99981892E+00
  0.23854109E+01  0.12641731E+02 -0.99982587E+00
  0.24072144E+01  0.12657077E+02 -0.99984521E+00
  0.24290179E+01  0.12673953E+02 -0.99987636E+00
  0.24508213E+01  0.12692270E+02 -0.99991629E+00
  0.24726248E+01  0.12711913E+02 -0.99995964E+00
  0.24944283E+01  0.12732751E+02 -0.99999999E+00
  0.25162318E+01  0.12754645E+02 -0.99999999E+00
  0.25380352E+01  0.12777455E+02 -0.99999999E+00
  0.25598387E+01  0.12801038E+02 -0.99999999E+00
  0.25816422E+01  0.12825242E+02 -0.99999999E+00
  0.26034457E+01  0.12849909E+02 -0.99999999E+00
  0.26252491E+01  0.12874866E+02 -0.99999999E+00
  0.26470526E+01  0.12899932E+02 -0.99999999E+00
  0.26688561E+01  0.12924915E+02 -0.99999999E+00
  0.26906596E+01  0.12949611E+02 -0.99999999E+00
