 written on 15Jun2023 at 18:06:42 
           4
         279
    3    2    2    3    2    3    6    2    2    2    1    2    2    1    1
    2    2    1    1    1    2    2    1    1    1    1    2    6    2    2
    2    2    2    6    2    2    3    1    1    1    3    2    1    1    1
    1    2    3    1    1    1    1    1    3    1    1    1    1    1    1
    2    1    1    1    1    1    2    2    1    1    1    1    2    3    2
    3    2    1    2    2    1    1    1    1    2    2    1    1    1    1
    1    2    1    1    1    1    1    1    2    1    1    1    1    1    2
    1    1    1    1    1    1    2    1    1    1    2    2    2    3    2
    1    1    2    3    1    1    1    1    1    3    1    1    1    1    1
    1    2    1    1    1    1    1    2    1    1    1    1    1    1    3
    1    1    1    1    1    3    2    1    1    2    3    2    2    2    1
    1    1    2    1    1    1    1    1    1    2    1    1    1    1    1
    2    1    1    1    1    1    1    2    1    1    1    1    1    2    2
    1    1    1    1    2    2    1    2    3    2    3    2    1    1    1
    1    2    2    1    1    1    1    1    2    1    1    1    1    1    1
    3    1    1    1    1    1    3    2    1    1    1    1    2    3    1
    1    1    3    2    2    6    2    2    2    2    2    6    2    1    1
    1    1    2    2    1    1    1    2    2    1    1    2    2    1    2
    2    2    6    3    2    3    2    2    3
   -4    0    2    1    1    0.000805    0.000000
   -4    0    2    2    1   -0.000431   -0.000000
   -4    0    2    3    1   -0.000299    0.000000
   -4    0    2    4    1   -0.000431    0.000000
   -4    0    2    1    2   -0.000431   -0.000000
   -4    0    2    2    2    0.000805    0.000000
   -4    0    2    3    2   -0.000298    0.000000
   -4    0    2    4    2   -0.000431    0.000000
   -4    0    2    1    3   -0.000137    0.000000
   -4    0    2    2    3   -0.000137    0.000000
   -4    0    2    3    3    0.000534    0.000000
   -4    0    2    4    3   -0.000137   -0.000000
   -4    0    2    1    4   -0.000431    0.000000
   -4    0    2    2    4   -0.000431   -0.000000
   -4    0    2    3    4   -0.000298   -0.000000
   -4    0    2    4    4    0.000805   -0.000000
   -4    1    1    1    1    0.001177   -0.000000
   -4    1    1    2    1   -0.000258   -0.000000
   -4    1    1    3    1   -0.000258    0.000000
   -4    1    1    4    1   -0.000532    0.000000
   -4    1    1    1    2   -0.000143   -0.000000
   -4    1    1    2    2    0.000634    0.000000
   -4    1    1    3    2   -0.000299   -0.000000
   -4    1    1    4    2   -0.000143    0.000000
   -4    1    1    1    3   -0.000143    0.000000
   -4    1    1    2    3   -0.000298   -0.000000
   -4    1    1    3    3    0.000634    0.000000
   -4    1    1    4    3   -0.000143   -0.000000
   -4    1    1    1    4   -0.000532    0.000000
   -4    1    1    2    4   -0.000258    0.000000
   -4    1    1    3    4   -0.000258    0.000000
