  0.00000000E+00 -0.57985155E+01
  0.11570114E-01 -0.57979830E+01
  0.23140229E-01 -0.57963862E+01
  0.34710343E-01 -0.57937273E+01
  0.46280457E-01 -0.57900099E+01
  0.57850572E-01 -0.57852390E+01
  0.69420686E-01 -0.57794211E+01
  0.80990800E-01 -0.57725640E+01
  0.92560915E-01 -0.57646769E+01
  0.10413103E+00 -0.57557702E+01
  0.11570114E+00 -0.57458556E+01
  0.12727126E+00 -0.57349459E+01
  0.13884137E+00 -0.57230551E+01
  0.15041149E+00 -0.57101982E+01
  0.16198160E+00 -0.56963912E+01
  0.17355172E+00 -0.56816509E+01
  0.18512183E+00 -0.56659951E+01
  0.19669194E+00 -0.56494421E+01
  0.20826206E+00 -0.56320109E+01
  0.21983217E+00 -0.56137210E+01
  0.23140229E+00 -0.55945922E+01
  0.24297240E+00 -0.55746447E+01
  0.25454252E+00 -0.55538989E+01
  0.26611263E+00 -0.55323752E+01
  0.27768274E+00 -0.55100937E+01
  0.28925286E+00 -0.54870746E+01
  0.30082297E+00 -0.54633377E+01
  0.31239309E+00 -0.54389023E+01
  0.32396320E+00 -0.54137870E+01
  0.33553332E+00 -0.53880099E+01
  0.34710343E+00 -0.53615881E+01
  0.35867354E+00 -0.53345379E+01
  0.37024366E+00 -0.53068742E+01
  0.38181377E+00 -0.52786109E+01
  0.39338389E+00 -0.52497606E+01
  0.40495400E+00 -0.52203344E+01
  0.41652412E+00 -0.51903418E+01
  0.42809423E+00 -0.51597907E+01
  0.43966435E+00 -0.51286873E+01
  0.45123446E+00 -0.50970360E+01
  0.46280457E+00 -0.50648392E+01
  0.47437469E+00 -0.50320974E+01
  0.48594480E+00 -0.49988094E+01
  0.49751492E+00 -0.49649715E+01
  0.50908503E+00 -0.49305784E+01
  0.52065515E+00 -0.48956226E+01
  0.53222526E+00 -0.48600945E+01
  0.54379537E+00 -0.48239827E+01
  0.55536549E+00 -0.47872738E+01
  0.56693560E+00 -0.47499525E+01
  0.57850572E+00 -0.47120018E+01
  0.59007583E+00 -0.46734028E+01
  0.60164595E+00 -0.46341353E+01
  0.61321606E+00 -0.45941775E+01
  0.62478617E+00 -0.45535064E+01
  0.63635629E+00 -0.45120978E+01
  0.64792640E+00 -0.44699267E+01
  0.65949652E+00 -0.44269671E+01
  0.67106663E+00 -0.43831927E+01
  0.68263675E+00 -0.43385767E+01
  0.69420686E+00 -0.42930923E+01
  0.70577698E+00 -0.42467128E+01
  0.71734709E+00 -0.41994117E+01
  0.72891720E+00 -0.41511633E+01
  0.74048732E+00 -0.41019425E+01
  0.75205743E+00 -0.40517253E+01
  0.76362755E+00 -0.40004892E+01
  0.77519766E+00 -0.39482127E+01
  0.78676778E+00 -0.38948763E+01
  0.79833789E+00 -0.38404623E+01
  0.80990800E+00 -0.37849551E+01
  0.82147812E+00 -0.37283413E+01
  0.83304823E+00 -0.36706096E+01
  0.84461835E+00 -0.36117516E+01
  0.85618846E+00 -0.35517611E+01
  0.86775858E+00 -0.34906349E+01
  0.87932869E+00 -0.34283722E+01
  0.89089880E+00 -0.33649753E+01
  0.90246892E+00 -0.33004489E+01
  0.91403903E+00 -0.32348009E+01
  0.92560915E+00 -0.31680415E+01
  0.93717926E+00 -0.31001840E+01
  0.94874938E+00 -0.30312439E+01
