  0.00000000E+00  0.28199567E+00 -0.14777435E+00 -0.20691430E-01
  0.21892688E-01  0.69539654E+01 -0.27385823E+00  0.15783880E+01
  0.43785377E-01  0.13933574E+02 -0.75119286E+00  0.66735747E+01
  0.65678065E-01  0.20901504E+02 -0.16622312E+01  0.14940525E+02
  0.87570753E-01  0.26732223E+02 -0.31010921E+01  0.25421274E+02
  0.10946344E+00  0.29230342E+02 -0.50809203E+01  0.36325255E+02
  0.13135613E+00  0.25688783E+02 -0.74098045E+01  0.45436694E+02
  0.15324882E+00  0.14653963E+02 -0.96314132E+01  0.51099450E+02
  0.17514151E+00 -0.21959491E+01 -0.11145302E+02  0.52874164E+02
  0.19703419E+00 -0.20224515E+02 -0.11488569E+02  0.51249579E+02
  0.21892688E+00  0.89953152E+01 -0.57065887E-01  0.39144135E+02
  0.24081957E+00  0.88165173E+01 -0.17246926E+00  0.32158813E+02
  0.26271226E+00  0.80956128E+01 -0.23155930E+00  0.25932443E+02
  0.28460495E+00  0.71323101E+01 -0.25178517E+00  0.20744886E+02
  0.30649764E+00  0.61111168E+01 -0.24830598E+00  0.16578327E+02
  0.32839032E+00  0.51308467E+01 -0.23194625E+00  0.13293618E+02
  0.35028301E+00  0.42369968E+01 -0.20966186E+00  0.10724350E+02
  0.37217570E+00  0.34452300E+01 -0.18561689E+00  0.87173877E+01
  0.39406839E+00  0.27558664E+01 -0.16215269E+00  0.71457170E+01
  0.41596108E+00  0.21620856E+01 -0.14048678E+00  0.59091392E+01
  0.43785377E+00  0.16543045E+01 -0.12117059E+00  0.49305967E+01
  0.45974645E+00  0.12223928E+01 -0.10437431E+00  0.41515727E+01
  0.48163914E+00  0.85671806E+00 -0.90059147E-01  0.35278869E+01
  0.50353183E+00  0.54857895E+00 -0.78079505E-01  0.30262681E+01
  0.52542452E+00  0.29033064E+00 -0.68242643E-01  0.26217163E+01
  0.54731721E+00  0.75363767E-01 -0.60343102E-01  0.22955466E+01
  0.56920989E+00 -0.10197886E+00 -0.54182310E-01  0.20339901E+01
  0.59110258E+00 -0.24650438E+00 -0.49579730E-01  0.18272545E+01
  0.61299527E+00 -0.12796956E+02  0.25492581E+01 -0.47350683E+01
  0.63488796E+00 -0.61002792E-02 -0.15131754E-01 -0.18584656E-01
  0.65678065E+00 -0.42350824E-02 -0.15526288E-01 -0.16016047E-01
  0.67867334E+00 -0.23078550E-02 -0.15939784E-01 -0.13489471E-01
  0.70056602E+00 -0.33186000E-03 -0.16373063E-01 -0.11043207E-01
  0.72245871E+00  0.16834115E-02 -0.16826369E-01 -0.87085018E-02
  0.74435140E+00  0.37333904E-02 -0.17299476E-01 -0.65078320E-02
  0.76624409E+00  0.58196620E-02 -0.17791871E-01 -0.44531686E-02
  0.78813678E+00  0.79515400E-02 -0.18303020E-01 -0.25443163E-02
