 written on  4Aug2023 at 11:54:15 
   1.4349962953939324        1.4349962953939324        1.4349962953939324     
  -1.4349962953939324        1.4349962953939324        1.4349962953939324     
  -1.4349962953939324       -1.4349962953939324        1.4349962953939324     
           9
         259
    2    2    2    1    2    2    2    2    2    2    1    1    2    2    1
    1    1    1    2    2    1    1    1    1    2    2    1    1    2    2
    2    2    1    2    2    1    1    1    1    2    1    1    1    1    1
    1    2    1    1    1    1    1    2    1    1    1    1    1    1    2
    1    1    1    1    2    2    1    2    2    2    2    1    1    1    1
    2    2    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    2    2    1    1
    1    1    2    2    2    2    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    2    2
    2    2    1    1    1    1    2    2    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1
    1    1    2    2    1    1    1    1    2    2    2    2    1    2    2
    1    1    1    1    2    1    1    1    1    1    1    2    1    1    1
    1    1    2    1    1    1    1    1    1    2    1    1    1    1    2
    2    1    2    2    2    2    1    1    2    2    1    1    1    1    2
    2    1    1    1    1    2    2    1    1    2    2    2    2    2    2
    1    2    2    2

   -4    1   -3
    1    1    0.19483845E-03 -0.58062665E-05 
    2    1   -0.37944166E-02  0.68277724E-04 
    3    1   -0.30954924E-02 -0.15949117E-02 
    4    1    0.56987634E-02  0.93287359E-03 
    5    1   -0.11766365E-02 -0.36522790E-05 
    6    1   -0.10976173E-02  0.69483178E-05 
    7    1   -0.34621663E-03 -0.10802525E-04 
    8    1    0.12910517E-02 -0.42153326E-04 
    9    1   -0.18797368E-02 -0.16275649E-04 
    1    2   -0.97881615E-03 -0.12684897E-04 
    2    2    0.64921389E-03 -0.13678592E-04 
    3    2    0.47379523E-02  0.25546471E-02 
    4    2   -0.95716421E-03 -0.18757514E-03 
    5    2    0.12724081E-02  0.24886688E-04 
    6    2   -0.16190658E-03 -0.26055962E-04 
    7    2    0.10374770E-02  0.23380616E-04 
    8    2    0.74121863E-03  0.13808275E-04 
    9    2    0.96524194E-03  0.11946561E-04 
    1    3    0.11755243E-03 -0.53105185E-04 
    2    3    0.14418883E-02 -0.80738850E-03 
    3    3    0.42709892E-03 -0.85458518E-05 
    4    3    0.48293773E-03 -0.17232351E-03 
    5    3    0.86234215E-03 -0.42850844E-03 
    6    3   -0.57452826E-03  0.26887614E-03 
