  0.00000000E+00  0.90940202E+01
  0.21892688E-01  0.90961315E+01
  0.43785377E-01  0.91024532E+01
  0.65678065E-01  0.91129653E+01
  0.87570753E-01  0.91276350E+01
  0.10946344E+00  0.91464184E+01
  0.13135613E+00  0.91692622E+01
  0.15324882E+00  0.91961058E+01
  0.17514151E+00  0.92268838E+01
  0.19703419E+00  0.92615284E+01
  0.21892688E+00  0.92999723E+01
  0.24081957E+00  0.93421509E+01
  0.26271226E+00  0.93880046E+01
  0.28460495E+00  0.94374811E+01
  0.30649764E+00  0.94905364E+01
  0.32839032E+00  0.95471363E+01
  0.35028301E+00  0.96072563E+01
  0.37217570E+00  0.96708817E+01
  0.39406839E+00  0.97380061E+01
  0.41596108E+00  0.98086301E+01
  0.43785377E+00  0.98827591E+01
  0.45974645E+00  0.99604000E+01
  0.48163914E+00  0.10041558E+02
  0.50353183E+00  0.10126234E+02
  0.52542452E+00  0.10214418E+02
  0.54731721E+00  0.10306088E+02
  0.56920989E+00  0.10401206E+02
  0.59110258E+00  0.10499712E+02
  0.61299527E+00  0.10601523E+02
  0.63488796E+00  0.10706532E+02
  0.65678065E+00  0.10814603E+02
  0.67867334E+00  0.10925570E+02
  0.70056602E+00  0.11039240E+02
  0.72245871E+00  0.11155391E+02
  0.74435140E+00  0.11273776E+02
  0.76624409E+00  0.11394122E+02
  0.78813678E+00  0.11516136E+02
  0.81002947E+00  0.11639506E+02
  0.83192215E+00  0.11763911E+02
  0.85381484E+00  0.11889017E+02
  0.87570753E+00  0.12014491E+02
  0.89760022E+00  0.12139998E+02
  0.91949291E+00  0.12265210E+02
  0.94138559E+00  0.12389809E+02
  0.96327828E+00  0.12513487E+02
  0.98517097E+00  0.12635955E+02
  0.10070637E+01  0.12756937E+02
  0.10289563E+01  0.12876174E+02
  0.10508490E+01  0.12993421E+02
  0.10727417E+01  0.13108446E+02
  0.10946344E+01  0.13221026E+02
  0.11165271E+01  0.13330942E+02
  0.11384198E+01  0.13437976E+02
  0.11603125E+01  0.13541905E+02
  0.11822052E+01  0.13642496E+02
  0.12040979E+01  0.13739508E+02
  0.12259905E+01  0.13832683E+02
  0.12478832E+01  0.13921754E+02
  0.12697759E+01  0.14006442E+02
  0.12916686E+01  0.14086468E+02
  0.13135613E+01  0.14161556E+02
  0.13354540E+01  0.14231445E+02
  0.13573467E+01  0.14295900E+02
  0.13792394E+01  0.14354728E+02
  0.14011320E+01  0.14407782E+02
  0.14230247E+01  0.14454976E+02
  0.14449174E+01  0.14496290E+02
  0.14668101E+01  0.14531775E+02
  0.14887028E+01  0.14561550E+02
  0.15105955E+01  0.14585805E+02
  0.15324882E+01  0.14604789E+02
  0.15543809E+01  0.14618808E+02
  0.15762736E+01  0.14628208E+02
  0.15981662E+01  0.14633374E+02
  0.16200589E+01  0.14634712E+02
  0.16419516E+01  0.14632642E+02
  0.16638443E+01  0.14627591E+02
  0.16857370E+01  0.14619980E+02
  0.17076297E+01  0.14610223E+02
  0.17295224E+01  0.14598717E+02
  0.17514151E+01  0.14585838E+02
  0.17733077E+01  0.14571940E+02
  0.17952004E+01  0.14557350E+02
  0.18170931E+01  0.14542369E+02
  0.18389858E+01  0.14527266E+02
  0.18608785E+01  0.14512283E+02
  0.18827712E+01  0.14497633E+02
  0.19046639E+01  0.14483498E+02
  0.19265566E+01  0.14470034E+02
  0.19484493E+01  0.14457372E+02
  0.19703419E+01  0.14445615E+02
  0.19922346E+01  0.14434845E+02
  0.20141273E+01  0.14425126E+02
  0.20360200E+01  0.14416501E+02
  0.20579127E+01  0.14409001E+02
  0.20798054E+01  0.14402644E+02
  0.21016981E+01  0.14397439E+02
  0.21235908E+01  0.14393391E+02
  0.21454834E+01  0.14390499E+02
  0.21673761E+01  0.14388762E+02
  0.21892688E+01  0.14388178E+02
  0.22110723E+01  0.14388815E+02
  0.22328758E+01  0.14390750E+02
  0.22546793E+01  0.14393999E+02
  0.22764827E+01  0.14398592E+02
  0.22982862E+01  0.14404567E+02
  0.23200897E+01  0.14411971E+02
  0.23418932E+01  0.14420855E+02
  0.23636966E+01  0.14431277E+02
  0.23855001E+01  0.14443294E+02
  0.24073036E+01  0.14456964E+02
  0.24291071E+01  0.14472339E+02
  0.24509105E+01  0.14489468E+02
  0.24727140E+01  0.14508394E+02
  0.24945175E+01  0.14529148E+02
  0.25163210E+01  0.14551753E+02
  0.25381244E+01  0.14576220E+02
  0.25599279E+01  0.14602549E+02
  0.25817314E+01  0.14630729E+02
  0.26035349E+01  0.14660734E+02
  0.26253384E+01  0.14692511E+02
  0.26471418E+01  0.14724579E+02
  0.26689453E+01  0.14748495E+02
  0.26907488E+01  0.14771242E+02
  0.27125523E+01  0.14792864E+02
  0.27343557E+01  0.14813066E+02
  0.27561592E+01  0.14831525E+02
  0.27779627E+01  0.14847909E+02
  0.27997662E+01  0.14861880E+02
  0.28215696E+01  0.14873104E+02
  0.28433731E+01  0.14881256E+02
  0.28651766E+01  0.14886038E+02
  0.28869801E+01  0.14887181E+02
  0.29087835E+01  0.14884466E+02
  0.29305870E+01  0.14877727E+02
  0.29523905E+01  0.14866869E+02
  0.29741940E+01  0.14851864E+02
  0.29959975E+01  0.14832765E+02
  0.30178009E+01  0.14809695E+02
  0.30396044E+01  0.14782849E+02
  0.30614079E+01  0.14752483E+02
  0.30832114E+01  0.14718902E+02
  0.31050148E+01  0.14682450E+02
  0.31268183E+01  0.14643497E+02
  0.31486218E+01  0.14602429E+02
  0.31704253E+01  0.14559635E+02
  0.31922287E+01  0.14515502E+02
  0.32140322E+01  0.14470403E+02
  0.32358357E+01  0.14424701E+02
  0.32576392E+01  0.14378736E+02
  0.32794427E+01  0.14332831E+02
  0.33012461E+01  0.14287285E+02
  0.33230496E+01  0.14242379E+02
  0.33448531E+01  0.14198370E+02
  0.33666566E+01  0.14155499E+02
  0.33884600E+01  0.14113984E+02
  0.34102635E+01  0.14074028E+02
  0.34320670E+01  0.14035819E+02
  0.34538705E+01  0.13999526E+02
  0.34756739E+01  0.13965307E+02
  0.34974774E+01  0.13933305E+02
  0.35192809E+01  0.13903650E+02
  0.35410844E+01  0.13876461E+02
  0.35628878E+01  0.13851845E+02
  0.35846913E+01  0.13829897E+02
  0.36064948E+01  0.13810702E+02
  0.36282983E+01  0.13794332E+02
  0.36501018E+01  0.13780851E+02
  0.36719052E+01  0.13770308E+02
  0.36937087E+01  0.13762745E+02
  0.37155122E+01  0.13758190E+02
  0.37373157E+01  0.13756662E+02
  0.37591191E+01  0.13755327E+02
  0.37809226E+01  0.13751305E+02
  0.38027261E+01  0.13744551E+02
  0.38245296E+01  0.13734992E+02
  0.38463330E+01  0.13722524E+02
  0.38681365E+01  0.13707012E+02
  0.38899400E+01  0.13688293E+02
  0.39117435E+01  0.13666174E+02
  0.39335469E+01  0.13640438E+02
  0.39553504E+01  0.13610842E+02
  0.39771539E+01  0.13577127E+02
  0.39989574E+01  0.13539024E+02
  0.40207609E+01  0.13496263E+02
  0.40425643E+01  0.13448585E+02
  0.40643678E+01  0.13395756E+02
  0.40861713E+01  0.13337580E+02
  0.41079748E+01  0.13273916E+02
  0.41297782E+01  0.13204688E+02
  0.41515817E+01  0.13129900E+02
  0.41733852E+01  0.13049638E+02
  0.41951887E+01  0.12964076E+02
  0.42169921E+01  0.12873471E+02
