 written on 15Jun2023 at 18:03:37 
           4
         279
   -4    0    2    1    1    0.000000    0.000000   -0.000000   -0.000000    0.000000    0.000000
   -4    0    2    2    1    0.001108    0.000000    0.001740   -0.000000   -0.000040   -0.000000
   -4    0    2    3    1    0.000128   -0.000000   -0.000128    0.000000    0.000138   -0.000000
   -4    0    2    4    1   -0.001741   -0.000000   -0.001108    0.000000   -0.000040    0.000000
   -4    0    2    1    2   -0.000040    0.000000    0.001741   -0.000000    0.001108    0.000000
   -4    0    2    2    2   -0.000000    0.000000   -0.000000    0.000000    0.000000   -0.000000
   -4    0    2    3    2    0.000138   -0.000000   -0.000128    0.000000    0.000128   -0.000000
   -4    0    2    4    2   -0.000040    0.000000   -0.001108    0.000000   -0.001741    0.000000
   -4    0    2    1    3    0.000091   -0.000000   -0.000091    0.000000    0.000254    0.000000
   -4    0    2    2    3    0.000254   -0.000000   -0.000091    0.000000    0.000091    0.000000
   -4    0    2    3    3    0.000000    0.000000   -0.000000   -0.000000    0.000000    0.000000
   -4    0    2    4    3    0.000091    0.000000   -0.000254   -0.000000    0.000091   -0.000000
   -4    0    2    1    4   -0.001741   -0.000000    0.000040   -0.000000    0.001108   -0.000000
   -4    0    2    2    4    0.001108    0.000000    0.000040    0.000000   -0.001741    0.000000
   -4    0    2    3    4    0.000128    0.000000   -0.000138   -0.000000    0.000128    0.000000
   -4    0    2    4    4   -0.000000    0.000000   -0.000000    0.000000   -0.000000   -0.000000
   -4    1    1    1    1   -0.000000   -0.000000   -0.000000   -0.000000   -0.000000    0.000000
   -4    1    1    2    1   -0.000074   -0.000000    0.000235    0.000000    0.000013   -0.000000
   -4    1    1    3    1   -0.000074    0.000000    0.000013   -0.000000    0.000235   -0.000000
   -4    1    1    4    1   -0.000362    0.000000   -0.000176    0.000000   -0.000176    0.000000
   -4    1    1    1    2   -0.000094    0.000000    0.000742   -0.000000   -0.000179    0.000000
   -4    1    1    2    2   -0.000000    0.000000   -0.000000    0.000000    0.000000   -0.000000
   -4    1    1    3    2    0.000273   -0.000000   -0.000220    0.000000    0.000220   -0.000000
   -4    1    1    4    2   -0.000094    0.000000    0.000179    0.000000   -0.000742   -0.000000
   -4    1    1    1    3   -0.000094    0.000000   -0.000179    0.000000    0.000742   -0.000000
   -4    1    1    2    3    0.000273    0.000000    0.000220   -0.000000   -0.000220   -0.000000
   -4    1    1    3    3    0.000000    0.000000   -0.000000   -0.000000    0.000000    0.000000
   -4    1    1    4    3   -0.000094   -0.000000   -0.000742   -0.000000    0.000179    0.000000
   -4    1    1    1    4   -0.000362   -0.000000    0.000176    0.000000    0.000176    0.000000
   -4    1    1    2    4   -0.000074    0.000000   -0.000013    0.000000   -0.000235    0.000000
   -4    1    1    3    4   -0.000074   -0.000000   -0.000235    0.000000   -0.000013   -0.000000
   -4    1    1    4    4    0.000000    0.000000   -0.000000   -0.000000    0.000000    0.000000
   -4    1    2    1    1   -0.000000    0.000000   -0.000000   -0.000000   -0.000000   -0.000000
   -4    1    2    2    1    0.000176   -0.000000    0.000362    0.000000   -0.000176   -0.000000
   -4    1    2    3    1   -0.000013    0.000000    0.000074   -0.000000    0.000235   -0.000000
   -4    1    2    4    1   -0.000235    0.000000    0.000074    0.000000    0.000013    0.000000
   -4    1    2    1    2   -0.000176   -0.000000    0.000362    0.000000    0.000176   -0.000000
   -4    1    2    2    2   -0.000000    0.000000   -0.000000    0.000000    0.000000   -0.000000
   -4    1    2    3    2    0.000235    0.000000    0.000074   -0.000000   -0.000013   -0.000000
   -4    1    2    4    2    0.000013   -0.000000    0.000074    0.000000   -0.000235    0.000000
   -4    1    2    1    3    0.000179    0.000000    0.000094   -0.000000    0.000742   -0.000000
   -4    1    2    2    3    0.000742    0.000000    0.000094   -0.000000    0.000179    0.000000
   -4    1    2    3    3    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   -4    1    2    4    3   -0.000220    0.000000   -0.000273    0.000000   -0.000220   -0.000000
