  0.00000000E+00 -0.58262248E+01
  0.11570114E-01 -0.58258241E+01
  0.23140229E-01 -0.58246212E+01
  0.34710343E-01 -0.58226141E+01
  0.46280457E-01 -0.58197992E+01
  0.57850572E-01 -0.58161716E+01
  0.69420686E-01 -0.58117252E+01
  0.80990800E-01 -0.58064529E+01
  0.92560915E-01 -0.58003463E+01
  0.10413103E+00 -0.57933963E+01
  0.11570114E+00 -0.57855932E+01
  0.12727126E+00 -0.57769264E+01
  0.13884137E+00 -0.57673852E+01
  0.15041149E+00 -0.57569586E+01
  0.16198160E+00 -0.57456356E+01
  0.17355172E+00 -0.57334054E+01
  0.18512183E+00 -0.57202574E+01
  0.19669194E+00 -0.57061816E+01
  0.20826206E+00 -0.56911686E+01
  0.21983217E+00 -0.56752099E+01
  0.23140229E+00 -0.56582978E+01
  0.24297240E+00 -0.56404260E+01
  0.25454252E+00 -0.56215888E+01
  0.26611263E+00 -0.56017824E+01
  0.27768274E+00 -0.55810039E+01
  0.28925286E+00 -0.55592519E+01
  0.30082297E+00 -0.55365266E+01
  0.31239309E+00 -0.55128293E+01
  0.32396320E+00 -0.54881631E+01
  0.33553332E+00 -0.54625324E+01
  0.34710343E+00 -0.54359431E+01
  0.35867354E+00 -0.54084022E+01
  0.37024366E+00 -0.53799185E+01
  0.38181377E+00 -0.53505016E+01
  0.39338389E+00 -0.53201627E+01
  0.40495400E+00 -0.52889139E+01
  0.41652412E+00 -0.52567684E+01
  0.42809423E+00 -0.52237403E+01
  0.43966435E+00 -0.51898446E+01
  0.45123446E+00 -0.51550970E+01
  0.46280457E+00 -0.51195139E+01
  0.47437469E+00 -0.50831120E+01
  0.48594480E+00 -0.50459086E+01
  0.49751492E+00 -0.50079212E+01
  0.50908503E+00 -0.49691673E+01
  0.52065515E+00 -0.49296646E+01
  0.53222526E+00 -0.48894304E+01
  0.54379537E+00 -0.48484820E+01
  0.55536549E+00 -0.48068361E+01
  0.56693560E+00 -0.47645087E+01
  0.57850572E+00 -0.47215153E+01
  0.59007583E+00 -0.46778705E+01
  0.60164595E+00 -0.46335878E+01
  0.61321606E+00 -0.45886796E+01
  0.62478617E+00 -0.45431570E+01
  0.63635629E+00 -0.44970296E+01
  0.64792640E+00 -0.44503055E+01
  0.65949652E+00 -0.44029912E+01
  0.67106663E+00 -0.43550912E+01
  0.68263675E+00 -0.43066085E+01
  0.69420686E+00 -0.42575437E+01
  0.70577698E+00 -0.42078958E+01
  0.71734709E+00 -0.41576614E+01
  0.72891720E+00 -0.41068352E+01
  0.74048732E+00 -0.40554098E+01
  0.75205743E+00 -0.40033758E+01
  0.76362755E+00 -0.39507215E+01
  0.77519766E+00 -0.38974337E+01
  0.78676778E+00 -0.38434970E+01
  0.79833789E+00 -0.37888944E+01
  0.80990800E+00 -0.37336073E+01
  0.82147812E+00 -0.36776156E+01
  0.83304823E+00 -0.36208982E+01
  0.84461835E+00 -0.35634328E+01
  0.85618846E+00 -0.35051963E+01
  0.86775858E+00 -0.34461651E+01
  0.87932869E+00 -0.33863156E+01
  0.89089880E+00 -0.33256238E+01
  0.90246892E+00 -0.32640663E+01
  0.91403903E+00 -0.32016203E+01
  0.92560915E+00 -0.31382639E+01
  0.93717926E+00 -0.30739764E+01
  0.94874938E+00 -0.30087386E+01
  0.96031949E+00 -0.29425333E+01
  0.97188961E+00 -0.28753455E+01
  0.98345972E+00 -0.28071626E+01
  0.99502983E+00 -0.27379745E+01
  0.10065999E+01 -0.26677746E+01
  0.10181701E+01 -0.25965592E+01
  0.10297402E+01 -0.25243281E+01
